game,seed,logdir,run_completed,is_partial_run,metric_source_file,metric_source_type,metric_name,raw_step_key,raw_step_value,x_axis_name,x_axis_value,agent_actions,environment_steps,frames,action_repeat,eval_return_mean,eval_return_std,eval_return_min,eval_return_max,eval_episodes,train_return_mean_if_present,timestamp,wall_clock_time_if_present,raw_json_excerpt_or_compact_record,parse_status,parse_warning
breakout,1,/mnt/disk1/backup_user/dat.tt2/xuance/logs/external_baselines/dreamerv3_official/full26_size12m/breakout/seed_1,True,False,/mnt/disk1/backup_user/dat.tt2/xuance/logs/external_baselines/dreamerv3_official/full26_size12m/breakout/seed_1/metrics.jsonl,metrics_jsonl,episode/score,step,354304,frames,354304.0,88576.0,354304.0,354304.0,4,2.0,,2.0,2.0,1,,,,"{""episode/length"": 186.0, ""episode/score"": 2.0, ""step"": 354304}",pass,"x_axis recovered as logged step=frames; agent_actions=step/action_repeat; episode/score is a single episode score, not an aggregated eval mean"
breakout,1,/mnt/disk1/backup_user/dat.tt2/xuance/logs/external_baselines/dreamerv3_official/full26_size12m/breakout/seed_1,True,False,/mnt/disk1/backup_user/dat.tt2/xuance/logs/external_baselines/dreamerv3_official/full26_size12m/breakout/seed_1/metrics.jsonl,metrics_jsonl,episode/score,step,355452,frames,355452.0,88863.0,355452.0,355452.0,4,5.0,,5.0,5.0,1,,,,"{""episode/length"": 287.0, ""episode/score"": 5.0, ""step"": 355452}",pass,"x_axis recovered as logged step=frames; agent_actions=step/action_repeat; episode/score is a single episode score, not an aggregated eval mean"
breakout,1,/mnt/disk1/backup_user/dat.tt2/xuance/logs/external_baselines/dreamerv3_official/full26_size12m/breakout/seed_1,True,False,/mnt/disk1/backup_user/dat.tt2/xuance/logs/external_baselines/dreamerv3_official/full26_size12m/breakout/seed_1/metrics.jsonl,metrics_jsonl,episode/score,step,356380,frames,356380.0,89095.0,356380.0,356380.0,4,3.0,,3.0,3.0,1,,,,"{""episode/length"": 232.0, ""episode/score"": 3.0, ""step"": 356380}",pass,"x_axis recovered as logged step=frames; agent_actions=step/action_repeat; episode/score is a single episode score, not an aggregated eval mean"
breakout,1,/mnt/disk1/backup_user/dat.tt2/xuance/logs/external_baselines/dreamerv3_official/full26_size12m/breakout/seed_1,True,False,/mnt/disk1/backup_user/dat.tt2/xuance/logs/external_baselines/dreamerv3_official/full26_size12m/breakout/seed_1/metrics.jsonl,metrics_jsonl,episode/score,step,358052,frames,358052.0,89513.0,358052.0,358052.0,4,7.0,,7.0,7.0,1,,,,"{""episode/length"": 418.0, ""episode/score"": 7.0, ""step"": 358052}",pass,"x_axis recovered as logged step=frames; agent_actions=step/action_repeat; episode/score is a single episode score, not an aggregated eval mean"
breakout,1,/mnt/disk1/backup_user/dat.tt2/xuance/logs/external_baselines/dreamerv3_official/full26_size12m/breakout/seed_1,True,False,/mnt/disk1/backup_user/dat.tt2/xuance/logs/external_baselines/dreamerv3_official/full26_size12m/breakout/seed_1/metrics.jsonl,metrics_jsonl,episode/score,step,359924,frames,359924.0,89981.0,359924.0,359924.0,4,8.0,,8.0,8.0,1,,,,"{""episode/length"": 468.0, ""episode/score"": 8.0, ""step"": 359924}",pass,"x_axis recovered as logged step=frames; agent_actions=step/action_repeat; episode/score is a single episode score, not an aggregated eval mean"
breakout,1,/mnt/disk1/backup_user/dat.tt2/xuance/logs/external_baselines/dreamerv3_official/full26_size12m/breakout/seed_1,True,False,/mnt/disk1/backup_user/dat.tt2/xuance/logs/external_baselines/dreamerv3_official/full26_size12m/breakout/seed_1/metrics.jsonl,metrics_jsonl,episode/score,step,361448,frames,361448.0,90362.0,361448.0,361448.0,4,11.0,,11.0,11.0,1,,,,"{""episode/length"": 381.0, ""episode/score"": 11.0, ""step"": 361448}",pass,"x_axis recovered as logged step=frames; agent_actions=step/action_repeat; episode/score is a single episode score, not an aggregated eval mean"
breakout,1,/mnt/disk1/backup_user/dat.tt2/xuance/logs/external_baselines/dreamerv3_official/full26_size12m/breakout/seed_1,True,False,/mnt/disk1/backup_user/dat.tt2/xuance/logs/external_baselines/dreamerv3_official/full26_size12m/breakout/seed_1/metrics.jsonl,metrics_jsonl,episode/score,step,362748,frames,362748.0,90687.0,362748.0,362748.0,4,9.0,,9.0,9.0,1,,,,"{""episode/length"": 325.0, ""episode/score"": 9.0, ""step"": 362748}",pass,"x_axis recovered as logged step=frames; agent_actions=step/action_repeat; episode/score is a single episode score, not an aggregated eval mean"
breakout,1,/mnt/disk1/backup_user/dat.tt2/xuance/logs/external_baselines/dreamerv3_official/full26_size12m/breakout/seed_1,True,False,/mnt/disk1/backup_user/dat.tt2/xuance/logs/external_baselines/dreamerv3_official/full26_size12m/breakout/seed_1/metrics.jsonl,metrics_jsonl,episode/score,step,364052,frames,364052.0,91013.0,364052.0,364052.0,4,5.0,,5.0,5.0,1,,,,"{""episode/length"": 326.0, ""episode/score"": 5.0, ""step"": 364052}",pass,"x_axis recovered as logged step=frames; agent_actions=step/action_repeat; episode/score is a single episode score, not an aggregated eval mean"
breakout,1,/mnt/disk1/backup_user/dat.tt2/xuance/logs/external_baselines/dreamerv3_official/full26_size12m/breakout/seed_1,True,False,/mnt/disk1/backup_user/dat.tt2/xuance/logs/external_baselines/dreamerv3_official/full26_size12m/breakout/seed_1/metrics.jsonl,metrics_jsonl,episode/score,step,365008,frames,365008.0,91252.0,365008.0,365008.0,4,3.0,,3.0,3.0,1,,,,"{""episode/length"": 239.0, ""episode/score"": 3.0, ""step"": 365008}",pass,"x_axis recovered as logged step=frames; agent_actions=step/action_repeat; episode/score is a single episode score, not an aggregated eval mean"
breakout,1,/mnt/disk1/backup_user/dat.tt2/xuance/logs/external_baselines/dreamerv3_official/full26_size12m/breakout/seed_1,True,False,/mnt/disk1/backup_user/dat.tt2/xuance/logs/external_baselines/dreamerv3_official/full26_size12m/breakout/seed_1/metrics.jsonl,metrics_jsonl,train/ret,step,365240,frames,365240.0,91310.0,365240.0,365240.0,4,,,,,,0.46144009889925225,,,"{""replay/replay_ratio"": 260.0, ""step"": 365240, ""train/opt/updates"": 22130.5, ""train/ret"": 0.46144009889925225, ""train/rew"": 0.016128207947511006}",pass,x_axis recovered as logged step=frames; agent_actions=step/action_repeat
breakout,1,/mnt/disk1/backup_user/dat.tt2/xuance/logs/external_baselines/dreamerv3_official/full26_size12m/breakout/seed_1,True,False,/mnt/disk1/backup_user/dat.tt2/xuance/logs/external_baselines/dreamerv3_official/full26_size12m/breakout/seed_1/metrics.jsonl,metrics_jsonl,train/rew,step,365240,frames,365240.0,91310.0,365240.0,365240.0,4,,,,,,0.46144009889925225,,,"{""replay/replay_ratio"": 260.0, ""step"": 365240, ""train/opt/updates"": 22130.5, ""train/ret"": 0.46144009889925225, ""train/rew"": 0.016128207947511006}",pass,x_axis recovered as logged step=frames; agent_actions=step/action_repeat
breakout,1,/mnt/disk1/backup_user/dat.tt2/xuance/logs/external_baselines/dreamerv3_official/full26_size12m/breakout/seed_1,True,False,/mnt/disk1/backup_user/dat.tt2/xuance/logs/external_baselines/dreamerv3_official/full26_size12m/breakout/seed_1/metrics.jsonl,metrics_jsonl,episode/score,step,366212,frames,366212.0,91553.0,366212.0,366212.0,4,19.0,,19.0,19.0,1,,,,"{""episode/length"": 301.0, ""episode/score"": 19.0, ""step"": 366212}",pass,"x_axis recovered as logged step=frames; agent_actions=step/action_repeat; episode/score is a single episode score, not an aggregated eval mean"
breakout,1,/mnt/disk1/backup_user/dat.tt2/xuance/logs/external_baselines/dreamerv3_official/full26_size12m/breakout/seed_1,True,False,/mnt/disk1/backup_user/dat.tt2/xuance/logs/external_baselines/dreamerv3_official/full26_size12m/breakout/seed_1/metrics.jsonl,metrics_jsonl,episode/score,step,367356,frames,367356.0,91839.0,367356.0,367356.0,4,5.0,,5.0,5.0,1,,,,"{""episode/length"": 286.0, ""episode/score"": 5.0, ""step"": 367356}",pass,"x_axis recovered as logged step=frames; agent_actions=step/action_repeat; episode/score is a single episode score, not an aggregated eval mean"
breakout,1,/mnt/disk1/backup_user/dat.tt2/xuance/logs/external_baselines/dreamerv3_official/full26_size12m/breakout/seed_1,True,False,/mnt/disk1/backup_user/dat.tt2/xuance/logs/external_baselines/dreamerv3_official/full26_size12m/breakout/seed_1/metrics.jsonl,metrics_jsonl,episode/score,step,368624,frames,368624.0,92156.0,368624.0,368624.0,4,6.0,,6.0,6.0,1,,,,"{""episode/length"": 317.0, ""episode/score"": 6.0, ""step"": 368624}",pass,"x_axis recovered as logged step=frames; agent_actions=step/action_repeat; episode/score is a single episode score, not an aggregated eval mean"
breakout,1,/mnt/disk1/backup_user/dat.tt2/xuance/logs/external_baselines/dreamerv3_official/full26_size12m/breakout/seed_1,True,False,/mnt/disk1/backup_user/dat.tt2/xuance/logs/external_baselines/dreamerv3_official/full26_size12m/breakout/seed_1/metrics.jsonl,metrics_jsonl,episode/score,step,369700,frames,369700.0,92425.0,369700.0,369700.0,4,11.0,,11.0,11.0,1,,,,"{""episode/length"": 269.0, ""episode/score"": 11.0, ""step"": 369700}",pass,"x_axis recovered as logged step=frames; agent_actions=step/action_repeat; episode/score is a single episode score, not an aggregated eval mean"
breakout,1,/mnt/disk1/backup_user/dat.tt2/xuance/logs/external_baselines/dreamerv3_official/full26_size12m/breakout/seed_1,True,False,/mnt/disk1/backup_user/dat.tt2/xuance/logs/external_baselines/dreamerv3_official/full26_size12m/breakout/seed_1/metrics.jsonl,metrics_jsonl,episode/score,step,371112,frames,371112.0,92778.0,371112.0,371112.0,4,6.0,,6.0,6.0,1,,,,"{""episode/length"": 353.0, ""episode/score"": 6.0, ""step"": 371112}",pass,"x_axis recovered as logged step=frames; agent_actions=step/action_repeat; episode/score is a single episode score, not an aggregated eval mean"
breakout,1,/mnt/disk1/backup_user/dat.tt2/xuance/logs/external_baselines/dreamerv3_official/full26_size12m/breakout/seed_1,True,False,/mnt/disk1/backup_user/dat.tt2/xuance/logs/external_baselines/dreamerv3_official/full26_size12m/breakout/seed_1/metrics.jsonl,metrics_jsonl,episode/score,step,371964,frames,371964.0,92991.0,371964.0,371964.0,4,3.0,,3.0,3.0,1,,,,"{""episode/length"": 213.0, ""episode/score"": 3.0, ""step"": 371964}",pass,"x_axis recovered as logged step=frames; agent_actions=step/action_repeat; episode/score is a single episode score, not an aggregated eval mean"
breakout,1,/mnt/disk1/backup_user/dat.tt2/xuance/logs/external_baselines/dreamerv3_official/full26_size12m/breakout/seed_1,True,False,/mnt/disk1/backup_user/dat.tt2/xuance/logs/external_baselines/dreamerv3_official/full26_size12m/breakout/seed_1/metrics.jsonl,metrics_jsonl,episode/score,step,372948,frames,372948.0,93237.0,372948.0,372948.0,4,7.0,,7.0,7.0,1,,,,"{""episode/length"": 246.0, ""episode/score"": 7.0, ""step"": 372948}",pass,"x_axis recovered as logged step=frames; agent_actions=step/action_repeat; episode/score is a single episode score, not an aggregated eval mean"
breakout,1,/mnt/disk1/backup_user/dat.tt2/xuance/logs/external_baselines/dreamerv3_official/full26_size12m/breakout/seed_1,True,False,/mnt/disk1/backup_user/dat.tt2/xuance/logs/external_baselines/dreamerv3_official/full26_size12m/breakout/seed_1/metrics.jsonl,metrics_jsonl,episode/score,step,374144,frames,374144.0,93536.0,374144.0,374144.0,4,5.0,,5.0,5.0,1,,,,"{""episode/length"": 299.0, ""episode/score"": 5.0, ""step"": 374144}",pass,"x_axis recovered as logged step=frames; agent_actions=step/action_repeat; episode/score is a single episode score, not an aggregated eval mean"
breakout,1,/mnt/disk1/backup_user/dat.tt2/xuance/logs/external_baselines/dreamerv3_official/full26_size12m/breakout/seed_1,True,False,/mnt/disk1/backup_user/dat.tt2/xuance/logs/external_baselines/dreamerv3_official/full26_size12m/breakout/seed_1/metrics.jsonl,metrics_jsonl,episode/score,step,375740,frames,375740.0,93935.0,375740.0,375740.0,4,7.0,,7.0,7.0,1,,,,"{""episode/length"": 399.0, ""episode/score"": 7.0, ""step"": 375740}",pass,"x_axis recovered as logged step=frames; agent_actions=step/action_repeat; episode/score is a single episode score, not an aggregated eval mean"
breakout,1,/mnt/disk1/backup_user/dat.tt2/xuance/logs/external_baselines/dreamerv3_official/full26_size12m/breakout/seed_1,True,False,/mnt/disk1/backup_user/dat.tt2/xuance/logs/external_baselines/dreamerv3_official/full26_size12m/breakout/seed_1/metrics.jsonl,metrics_jsonl,episode/score,step,377336,frames,377336.0,94334.0,377336.0,377336.0,4,15.0,,15.0,15.0,1,,,,"{""episode/length"": 399.0, ""episode/score"": 15.0, ""step"": 377336}",pass,"x_axis recovered as logged step=frames; agent_actions=step/action_repeat; episode/score is a single episode score, not an aggregated eval mean"
breakout,1,/mnt/disk1/backup_user/dat.tt2/xuance/logs/external_baselines/dreamerv3_official/full26_size12m/breakout/seed_1,True,False,/mnt/disk1/backup_user/dat.tt2/xuance/logs/external_baselines/dreamerv3_official/full26_size12m/breakout/seed_1/metrics.jsonl,metrics_jsonl,episode/score,step,378644,frames,378644.0,94661.0,378644.0,378644.0,4,9.0,,9.0,9.0,1,,,,"{""episode/length"": 327.0, ""episode/score"": 9.0, ""step"": 378644}",pass,"x_axis recovered as logged step=frames; agent_actions=step/action_repeat; episode/score is a single episode score, not an aggregated eval mean"
breakout,1,/mnt/disk1/backup_user/dat.tt2/xuance/logs/external_baselines/dreamerv3_official/full26_size12m/breakout/seed_1,True,False,/mnt/disk1/backup_user/dat.tt2/xuance/logs/external_baselines/dreamerv3_official/full26_size12m/breakout/seed_1/metrics.jsonl,metrics_jsonl,train/ret,step,378880,frames,378880.0,94720.0,378880.0,378880.0,4,,,,,,0.465268614772895,,,"{""replay/replay_ratio"": 260.1524926686217, ""step"": 378880, ""train/opt/updates"": 22982.0, ""train/ret"": 0.465268614772895, ""train/rew"": 0.016521043594542276}",pass,x_axis recovered as logged step=frames; agent_actions=step/action_repeat
breakout,1,/mnt/disk1/backup_user/dat.tt2/xuance/logs/external_baselines/dreamerv3_official/full26_size12m/breakout/seed_1,True,False,/mnt/disk1/backup_user/dat.tt2/xuance/logs/external_baselines/dreamerv3_official/full26_size12m/breakout/seed_1/metrics.jsonl,metrics_jsonl,train/rew,step,378880,frames,378880.0,94720.0,378880.0,378880.0,4,,,,,,0.465268614772895,,,"{""replay/replay_ratio"": 260.1524926686217, ""step"": 378880, ""train/opt/updates"": 22982.0, ""train/ret"": 0.465268614772895, ""train/rew"": 0.016521043594542276}",pass,x_axis recovered as logged step=frames; agent_actions=step/action_repeat
breakout,1,/mnt/disk1/backup_user/dat.tt2/xuance/logs/external_baselines/dreamerv3_official/full26_size12m/breakout/seed_1,True,False,/mnt/disk1/backup_user/dat.tt2/xuance/logs/external_baselines/dreamerv3_official/full26_size12m/breakout/seed_1/metrics.jsonl,metrics_jsonl,episode/score,step,380976,frames,380976.0,95244.0,380976.0,380976.0,4,12.0,,12.0,12.0,1,,,,"{""episode/length"": 583.0, ""episode/score"": 12.0, ""step"": 380976}",pass,"x_axis recovered as logged step=frames; agent_actions=step/action_repeat; episode/score is a single episode score, not an aggregated eval mean"
breakout,1,/mnt/disk1/backup_user/dat.tt2/xuance/logs/external_baselines/dreamerv3_official/full26_size12m/breakout/seed_1,True,False,/mnt/disk1/backup_user/dat.tt2/xuance/logs/external_baselines/dreamerv3_official/full26_size12m/breakout/seed_1/metrics.jsonl,metrics_jsonl,episode/score,step,382528,frames,382528.0,95632.0,382528.0,382528.0,4,7.0,,7.0,7.0,1,,,,"{""episode/length"": 388.0, ""episode/score"": 7.0, ""step"": 382528}",pass,"x_axis recovered as logged step=frames; agent_actions=step/action_repeat; episode/score is a single episode score, not an aggregated eval mean"
breakout,1,/mnt/disk1/backup_user/dat.tt2/xuance/logs/external_baselines/dreamerv3_official/full26_size12m/breakout/seed_1,True,False,/mnt/disk1/backup_user/dat.tt2/xuance/logs/external_baselines/dreamerv3_official/full26_size12m/breakout/seed_1/metrics.jsonl,metrics_jsonl,episode/score,step,384344,frames,384344.0,96086.0,384344.0,384344.0,4,10.0,,10.0,10.0,1,,,,"{""episode/length"": 454.0, ""episode/score"": 10.0, ""step"": 384344}",pass,"x_axis recovered as logged step=frames; agent_actions=step/action_repeat; episode/score is a single episode score, not an aggregated eval mean"
breakout,1,/mnt/disk1/backup_user/dat.tt2/xuance/logs/external_baselines/dreamerv3_official/full26_size12m/breakout/seed_1,True,False,/mnt/disk1/backup_user/dat.tt2/xuance/logs/external_baselines/dreamerv3_official/full26_size12m/breakout/seed_1/metrics.jsonl,metrics_jsonl,episode/score,step,386124,frames,386124.0,96531.0,386124.0,386124.0,4,8.0,,8.0,8.0,1,,,,"{""episode/length"": 445.0, ""episode/score"": 8.0, ""step"": 386124}",pass,"x_axis recovered as logged step=frames; agent_actions=step/action_repeat; episode/score is a single episode score, not an aggregated eval mean"
breakout,1,/mnt/disk1/backup_user/dat.tt2/xuance/logs/external_baselines/dreamerv3_official/full26_size12m/breakout/seed_1,True,False,/mnt/disk1/backup_user/dat.tt2/xuance/logs/external_baselines/dreamerv3_official/full26_size12m/breakout/seed_1/metrics.jsonl,metrics_jsonl,episode/score,step,388580,frames,388580.0,97145.0,388580.0,388580.0,4,33.0,,33.0,33.0,1,,,,"{""episode/length"": 614.0, ""episode/score"": 33.0, ""step"": 388580}",pass,"x_axis recovered as logged step=frames; agent_actions=step/action_repeat; episode/score is a single episode score, not an aggregated eval mean"
breakout,1,/mnt/disk1/backup_user/dat.tt2/xuance/logs/external_baselines/dreamerv3_official/full26_size12m/breakout/seed_1,True,False,/mnt/disk1/backup_user/dat.tt2/xuance/logs/external_baselines/dreamerv3_official/full26_size12m/breakout/seed_1/metrics.jsonl,metrics_jsonl,episode/score,step,390136,frames,390136.0,97534.0,390136.0,390136.0,4,11.0,,11.0,11.0,1,,,,"{""episode/length"": 389.0, ""episode/score"": 11.0, ""step"": 390136}",pass,"x_axis recovered as logged step=frames; agent_actions=step/action_repeat; episode/score is a single episode score, not an aggregated eval mean"
breakout,1,/mnt/disk1/backup_user/dat.tt2/xuance/logs/external_baselines/dreamerv3_official/full26_size12m/breakout/seed_1,True,False,/mnt/disk1/backup_user/dat.tt2/xuance/logs/external_baselines/dreamerv3_official/full26_size12m/breakout/seed_1/metrics.jsonl,metrics_jsonl,episode/score,step,391556,frames,391556.0,97889.0,391556.0,391556.0,4,6.0,,6.0,6.0,1,,,,"{""episode/length"": 355.0, ""episode/score"": 6.0, ""step"": 391556}",pass,"x_axis recovered as logged step=frames; agent_actions=step/action_repeat; episode/score is a single episode score, not an aggregated eval mean"
breakout,1,/mnt/disk1/backup_user/dat.tt2/xuance/logs/external_baselines/dreamerv3_official/full26_size12m/breakout/seed_1,True,False,/mnt/disk1/backup_user/dat.tt2/xuance/logs/external_baselines/dreamerv3_official/full26_size12m/breakout/seed_1/metrics.jsonl,metrics_jsonl,train/ret,step,392320,frames,392320.0,98080.0,392320.0,392320.0,4,,,,,,0.4712427646099102,,,"{""replay/replay_ratio"": 260.0, ""step"": 392320, ""train/opt/updates"": 23828.5, ""train/ret"": 0.4712427646099102, ""train/rew"": 0.016758932160501856}",pass,x_axis recovered as logged step=frames; agent_actions=step/action_repeat
breakout,1,/mnt/disk1/backup_user/dat.tt2/xuance/logs/external_baselines/dreamerv3_official/full26_size12m/breakout/seed_1,True,False,/mnt/disk1/backup_user/dat.tt2/xuance/logs/external_baselines/dreamerv3_official/full26_size12m/breakout/seed_1/metrics.jsonl,metrics_jsonl,train/rew,step,392320,frames,392320.0,98080.0,392320.0,392320.0,4,,,,,,0.4712427646099102,,,"{""replay/replay_ratio"": 260.0, ""step"": 392320, ""train/opt/updates"": 23828.5, ""train/ret"": 0.4712427646099102, ""train/rew"": 0.016758932160501856}",pass,x_axis recovered as logged step=frames; agent_actions=step/action_repeat
breakout,1,/mnt/disk1/backup_user/dat.tt2/xuance/logs/external_baselines/dreamerv3_official/full26_size12m/breakout/seed_1,True,False,/mnt/disk1/backup_user/dat.tt2/xuance/logs/external_baselines/dreamerv3_official/full26_size12m/breakout/seed_1/metrics.jsonl,metrics_jsonl,episode/score,step,392780,frames,392780.0,98195.0,392780.0,392780.0,4,2.0,,2.0,2.0,1,,,,"{""episode/length"": 306.0, ""episode/score"": 2.0, ""step"": 392780}",pass,"x_axis recovered as logged step=frames; agent_actions=step/action_repeat; episode/score is a single episode score, not an aggregated eval mean"
breakout,1,/mnt/disk1/backup_user/dat.tt2/xuance/logs/external_baselines/dreamerv3_official/full26_size12m/breakout/seed_1,True,False,/mnt/disk1/backup_user/dat.tt2/xuance/logs/external_baselines/dreamerv3_official/full26_size12m/breakout/seed_1/metrics.jsonl,metrics_jsonl,episode/score,step,394140,frames,394140.0,98535.0,394140.0,394140.0,4,5.0,,5.0,5.0,1,,,,"{""episode/length"": 340.0, ""episode/score"": 5.0, ""step"": 394140}",pass,"x_axis recovered as logged step=frames; agent_actions=step/action_repeat; episode/score is a single episode score, not an aggregated eval mean"
breakout,1,/mnt/disk1/backup_user/dat.tt2/xuance/logs/external_baselines/dreamerv3_official/full26_size12m/breakout/seed_1,True,False,/mnt/disk1/backup_user/dat.tt2/xuance/logs/external_baselines/dreamerv3_official/full26_size12m/breakout/seed_1/metrics.jsonl,metrics_jsonl,episode/score,step,395444,frames,395444.0,98861.0,395444.0,395444.0,4,9.0,,9.0,9.0,1,,,,"{""episode/length"": 326.0, ""episode/score"": 9.0, ""step"": 395444}",pass,"x_axis recovered as logged step=frames; agent_actions=step/action_repeat; episode/score is a single episode score, not an aggregated eval mean"
breakout,1,/mnt/disk1/backup_user/dat.tt2/xuance/logs/external_baselines/dreamerv3_official/full26_size12m/breakout/seed_1,True,False,/mnt/disk1/backup_user/dat.tt2/xuance/logs/external_baselines/dreamerv3_official/full26_size12m/breakout/seed_1/metrics.jsonl,metrics_jsonl,episode/score,step,396976,frames,396976.0,99244.0,396976.0,396976.0,4,7.0,,7.0,7.0,1,,,,"{""episode/length"": 383.0, ""episode/score"": 7.0, ""step"": 396976}",pass,"x_axis recovered as logged step=frames; agent_actions=step/action_repeat; episode/score is a single episode score, not an aggregated eval mean"
breakout,1,/mnt/disk1/backup_user/dat.tt2/xuance/logs/external_baselines/dreamerv3_official/full26_size12m/breakout/seed_1,True,False,/mnt/disk1/backup_user/dat.tt2/xuance/logs/external_baselines/dreamerv3_official/full26_size12m/breakout/seed_1/metrics.jsonl,metrics_jsonl,episode/score,step,397952,frames,397952.0,99488.0,397952.0,397952.0,4,7.0,,7.0,7.0,1,,,,"{""episode/length"": 244.0, ""episode/score"": 7.0, ""step"": 397952}",pass,"x_axis recovered as logged step=frames; agent_actions=step/action_repeat; episode/score is a single episode score, not an aggregated eval mean"
breakout,1,/mnt/disk1/backup_user/dat.tt2/xuance/logs/external_baselines/dreamerv3_official/full26_size12m/breakout/seed_1,True,False,/mnt/disk1/backup_user/dat.tt2/xuance/logs/external_baselines/dreamerv3_official/full26_size12m/breakout/seed_1/metrics.jsonl,metrics_jsonl,episode/score,step,399060,frames,399060.0,99765.0,399060.0,399060.0,4,5.0,,5.0,5.0,1,,,,"{""episode/length"": 277.0, ""episode/score"": 5.0, ""step"": 399060}",pass,"x_axis recovered as logged step=frames; agent_actions=step/action_repeat; episode/score is a single episode score, not an aggregated eval mean"
breakout,1,/mnt/disk1/backup_user/dat.tt2/xuance/logs/external_baselines/dreamerv3_official/full26_size12m/breakout/seed_1,True,False,/mnt/disk1/backup_user/dat.tt2/xuance/logs/external_baselines/dreamerv3_official/full26_size12m/breakout/seed_1/metrics.jsonl,metrics_jsonl,episode/score,step,400168,frames,400168.0,100042.0,400168.0,400168.0,4,4.0,,4.0,4.0,1,,,,"{""episode/length"": 277.0, ""episode/score"": 4.0, ""step"": 400168}",pass,"x_axis recovered as logged step=frames; agent_actions=step/action_repeat; episode/score is a single episode score, not an aggregated eval mean"
breakout,1,/mnt/disk1/backup_user/dat.tt2/xuance/logs/external_baselines/dreamerv3_official/full26_size12m/breakout/seed_1,True,False,/mnt/disk1/backup_user/dat.tt2/xuance/logs/external_baselines/dreamerv3_official/full26_size12m/breakout/seed_1/metrics.jsonl,metrics_jsonl,episode/score,step,401272,frames,401272.0,100318.0,401272.0,401272.0,4,4.0,,4.0,4.0,1,,,,"{""episode/length"": 276.0, ""episode/score"": 4.0, ""step"": 401272}",pass,"x_axis recovered as logged step=frames; agent_actions=step/action_repeat; episode/score is a single episode score, not an aggregated eval mean"
breakout,1,/mnt/disk1/backup_user/dat.tt2/xuance/logs/external_baselines/dreamerv3_official/full26_size12m/breakout/seed_1,True,False,/mnt/disk1/backup_user/dat.tt2/xuance/logs/external_baselines/dreamerv3_official/full26_size12m/breakout/seed_1/metrics.jsonl,metrics_jsonl,episode/score,step,402996,frames,402996.0,100749.0,402996.0,402996.0,4,8.0,,8.0,8.0,1,,,,"{""episode/length"": 431.0, ""episode/score"": 8.0, ""step"": 402996}",pass,"x_axis recovered as logged step=frames; agent_actions=step/action_repeat; episode/score is a single episode score, not an aggregated eval mean"
breakout,1,/mnt/disk1/backup_user/dat.tt2/xuance/logs/external_baselines/dreamerv3_official/full26_size12m/breakout/seed_1,True,False,/mnt/disk1/backup_user/dat.tt2/xuance/logs/external_baselines/dreamerv3_official/full26_size12m/breakout/seed_1/metrics.jsonl,metrics_jsonl,episode/score,step,404096,frames,404096.0,101024.0,404096.0,404096.0,4,8.0,,8.0,8.0,1,,,,"{""episode/length"": 275.0, ""episode/score"": 8.0, ""step"": 404096}",pass,"x_axis recovered as logged step=frames; agent_actions=step/action_repeat; episode/score is a single episode score, not an aggregated eval mean"
breakout,1,/mnt/disk1/backup_user/dat.tt2/xuance/logs/external_baselines/dreamerv3_official/full26_size12m/breakout/seed_1,True,False,/mnt/disk1/backup_user/dat.tt2/xuance/logs/external_baselines/dreamerv3_official/full26_size12m/breakout/seed_1/metrics.jsonl,metrics_jsonl,episode/score,step,405644,frames,405644.0,101411.0,405644.0,405644.0,4,11.0,,11.0,11.0,1,,,,"{""episode/length"": 387.0, ""episode/score"": 11.0, ""step"": 405644}",pass,"x_axis recovered as logged step=frames; agent_actions=step/action_repeat; episode/score is a single episode score, not an aggregated eval mean"
breakout,1,/mnt/disk1/backup_user/dat.tt2/xuance/logs/external_baselines/dreamerv3_official/full26_size12m/breakout/seed_1,True,False,/mnt/disk1/backup_user/dat.tt2/xuance/logs/external_baselines/dreamerv3_official/full26_size12m/breakout/seed_1/metrics.jsonl,metrics_jsonl,train/ret,step,405720,frames,405720.0,101430.0,405720.0,405720.0,4,,,,,,0.46712918367721984,,,"{""replay/replay_ratio"": 259.844776119403, ""step"": 405720, ""train/opt/updates"": 24667.0, ""train/ret"": 0.46712918367721984, ""train/rew"": 0.016798934273938054}",pass,x_axis recovered as logged step=frames; agent_actions=step/action_repeat
breakout,1,/mnt/disk1/backup_user/dat.tt2/xuance/logs/external_baselines/dreamerv3_official/full26_size12m/breakout/seed_1,True,False,/mnt/disk1/backup_user/dat.tt2/xuance/logs/external_baselines/dreamerv3_official/full26_size12m/breakout/seed_1/metrics.jsonl,metrics_jsonl,train/rew,step,405720,frames,405720.0,101430.0,405720.0,405720.0,4,,,,,,0.46712918367721984,,,"{""replay/replay_ratio"": 259.844776119403, ""step"": 405720, ""train/opt/updates"": 24667.0, ""train/ret"": 0.46712918367721984, ""train/rew"": 0.016798934273938054}",pass,x_axis recovered as logged step=frames; agent_actions=step/action_repeat
